Ranking,Name,
351–400,University of New Mexico (Main campus)United States,"18,046",16.9,5%,56 : 44
351–400,North Carolina State UniversityUnited States,"31,540",16.6,14%,48 : 52
351–400,University of Rome II – Tor VergataItaly,"24,038",30.3,20%,56 : 44
351–400,"Royal Holloway, University of LondonUnited Kingdom","10,640",15.1,35%,57 : 43
351–400,Royal Veterinary CollegeUnited Kingdom,"2,250",10.5,30%,80 : 20
351–400,Rush UniversityUnited States,"2,757",2.1,1%,76 : 24
351–400,Shoolini University of Biotechnology and Management SciencesIndia,"2,973",14.3,2%,45 : 55
351–400,University of StirlingUnited Kingdom,"9,855",16,27%,64 : 36
351–400,Swedish University of Agricultural SciencesSweden,"4,216",4.6,7%,70 : 30
351–400,University of Texas at DallasUnited States,"25,464",21.6,20%,43 : 57
351–400,Tulane UniversityUnited States,"11,220",7.5,11%,58 : 42
351–400,University of TurkuFinland,,,,
"13,012",15.3,5%,64 : 36,,
351–400,University of VaasaFinland,,,,
"3,873",20,4%,53 : 47,,
351–400,Verona UniversityItaly,"18,621",23.8,4%,64 : 36
351–400,Wake Forest UniversityUnited States,"8,122",4,10%,54 : 46
351–400,Washington State UniversityUnited States,"29,463",19.5,7%,54 : 46
351–400,Wroclaw Medical UniversityPoland,"6,769",9.4,14%,71 : 29
401–500,Alagappa UniversityIndia,"4,831",15.7,0%,63 : 37
401–500,University of Alaska FairbanksUnited States,"2,910",7.2,6%,53 : 47
401–500,Arak University of Medical SciencesIran,"3,500",7.4,1%,56 : 44
401–500,Aston UniversityUnited Kingdom,"12,015",17.8,25%,48 : 52
401–500,Aswan UniversityEgypt,"31,877",46.7,2%,55 : 45
401–500,Babol University of Medical SciencesIran,"4,102",11.8,0%,58 : 42
401–500,Babol Noshirvani University of TechnologyIran,"6,180",28.7,0%,33 : 67
401–500,Bangor UniversityUnited Kingdom,"8,790",15.7,26%,61 : 39
401–500,University of BayreuthGermany,"9,734",26.6,12%,47 : 53
401–500,Brunel University LondonUnited Kingdom,"13,040",17,39%,47 : 53
401–500,University of CampinasBrazil,"31,199",17.8,3%,46 : 54
401–500,Cankaya UniversityTurkey,"7,113",25.4,1%,46 : 54
401–500,University of CataniaItaly,"26,902",21.2,3%,58 : 42
401–500,Claude Bernard University Lyon 1France,"28,253",13,14%,54 : 46
401–500,Colorado School of MinesUnited States,"6,350",17.6,9%,31 : 69
401–500,"Colorado State University, Fort CollinsUnited States","29,351",17.7,6%,55 : 45
401–500,Complutense University of MadridSpain,"61,128",20.3,12%,62 : 38
401–500,University of ConnecticutUnited States,"27,752",13.6,12%,52 : 48
401–500,University of CreteGreece,"13,808",27.6,4%,63 : 37
401–500,University of CyprusCyprus,,,,
"6,875",20.1,13%,60 : 40,,
401–500,University of DenverUnited States,"10,001",13,6%,60 : 40
401–500,Dublin City UniversityIreland,"13,956",25.4,17%,59 : 41
401–500,Duy Tan UniversityVietnam,"21,670",21.9,0%,62 : 38
401–500,Edinburgh Napier UniversityUnited Kingdom,"11,535",20.4,35%,53 : 47
401–500,University of Electronic Science and Technology of ChinaChina,"35,232",15.4,3%,30 : 70
401–500,Ferhat Abbas Sétif University 1Algeria,"34,637",22.7,1%,63 : 37
401–500,University of FerraraItaly,"20,507",32.6,5%,61 : 39
401–500,University of FlorenceItaly,"39,407",23,9%,56 : 44
401–500,Free University of Bozen-BolzanoItaly,"4,236",12.6,15%,68 : 32
401–500,University of GenoaItaly,"20,447",23.7,8%,57 : 43
401–500,Georgia State UniversityUnited States,"34,734",17.3,5%,58 : 42
401–500,Université Grenoble AlpesFrance,"50,868",18.2,17%,52 : 48
401–500,Hanyang UniversitySouth Korea,,,,
"20,079",14.6,20%,n/a,,
401–500,"HSE University
Russian Federation","32,102",17.5,11%,n/a
401–500,Hunan UniversityChina,"41,580",18.6,2%,47 : 53
401–500,University of IbadanNigeria,"26,156",17.6,0%,49 : 51
401–500,Illinois Institute of TechnologyUnited States,"6,386",11.5,41%,37 : 63
401–500,University of InnsbruckAustria,"13,918",22,46%,53 : 47
401–500,Institut AgroFrance,"2,148",11.5,16%,65 : 35
401–500,University of International Business and EconomicsChina,,,,
"16,061",15.7,15%,69 : 31,,
401–500,Iowa State UniversityUnited States,"28,767",16.7,10%,44 : 56
401–500,Jazan UniversitySaudi Arabia,"26,568",13,3%,64 : 36
401–500,Justus Liebig University GiessenGermany,"28,278",44.6,11%,63 : 37
401–500,University of JyväskyläFinland,"10,444",14.4,3%,62 : 38
401–500,University of KansasUnited States,"24,435",9.9,8%,53 : 47
401–500,University of KlagenfurtAustria,"3,562",10,28%,68 : 32
401–500,Koç UniversityTurkey,"5,882",19.7,8%,48 : 52
401–500,University of KwaZulu-NatalSouth Africa,,,,
"35,795",30.1,2%,60 : 40,,
401–500,University of LagosNigeria,"36,237",21.5,0%,48 : 52
401–500,Leibniz University HannoverGermany,"21,677",43.7,18%,42 : 58
401–500,Lincoln UniversityNew Zealand,"2,492",13.3,44%,51 : 49
401–500,University of LincolnUnited Kingdom,"14,480",15.7,13%,55 : 45
401–500,Liverpool John Moores UniversityUnited Kingdom,"21,725",17.4,16%,54 : 46
401–500,Mahatma Gandhi UniversityIndia,"1,855",14.6,2%,61 : 39
401–500,University of MarburgGermany,"23,383",31.2,12%,56 : 44
401–500,Maynooth UniversityIreland,"11,454",28.5,15%,55 : 45
401–500,Middlesex UniversityUnited Kingdom,"15,905",18.7,50%,58 : 42
401–500,University of Modena and Reggio EmiliaItaly,"21,409",26.9,5%,53 : 47
401–500,Muhimbili University of Health and Allied SciencesTanzania,"3,626",11.3,3%,41 : 59
401–500,Murdoch UniversityAustralia,"16,641",36.5,40%,61 : 39
401–500,National and Kapodistrian University of AthensGreece,"66,649",31,11%,59 : 41
401–500,"National Research Nuclear University MEPhI
Russian Federation","5,016",9.2,31%,40 : 60
401–500,University of NebraskaUnited States,"24,909",16.8,10%,49 : 51
401–500,University of Nebraska Medical CenterUnited States,"3,181",2,9%,69 : 31
401–500,Norwegian University of Science and TechnologyNorway,"37,707",15.8,9%,48 : 52
401–500,Nova Southeastern UniversityUnited States,"17,952",16.3,4%,70 : 30
401–500,Örebro UniversitySweden,"10,005",15.2,5%,61 : 39
401–500,University of PassauGermany,"9,703",69.2,12%,61 : 39
401–500,University of PisaItaly,"33,791",21.9,6%,51 : 49
401–500,University of PlymouthUnited Kingdom,"15,605",17.7,16%,58 : 42
401–500,Pontificia Universidad Católica de ChileChile,"31,578",16,4%,n/a
401–500,University of PortoPortugal,"33,484",16.2,16%,55 : 45
401–500,University of PortsmouthUnited Kingdom,"22,490",16.4,29%,47 : 53
401–500,Qazvin University of Medical SciencesIran,"2,598",9.2,1%,57 : 43
401–500,Qom University of Medical SciencesIran,"2,272",9.1,4%,57 : 43
401–500,Quaid-i-Azam UniversityPakistan,"9,250",16.5,1%,51 : 49
401–500,Sabancı UniversityTurkey,,,,
"3,819",20,10%,38 : 62,,
401–500,Sharif University of TechnologyIran,"9,219",22.5,2%,25 : 75
401–500,Shenzhen UniversityChina,"38,240",14.1,1%,46 : 54
401–500,University of SienaItaly,"12,948",18.7,9%,63 : 37
401–500,South China University of TechnologyChina,"40,082",12.7,5%,39 : 61
401–500,Southeast UniversityChina,"37,484",12.3,4%,36 : 64
401–500,Southern Medical UniversityChina,,,,
"20,432",10.7,6%,n/a,,
401–500,SRUC (Scotland’s Rural College)United Kingdom,"1,325",5.3,8%,60 : 40
401–500,University of StrathclydeUnited Kingdom,"19,840",17,29%,50 : 50
401–500,Sumy State UniversityUkraine,"8,703",11.4,21%,44 : 56
401–500,Syracuse UniversityUnited States,"20,620",14.9,23%,52 : 48
401–500,Universiti Teknologi PetronasMalaysia,"5,021",13.6,16%,38 : 62
401–500,Tianjin UniversityChina,,,,
"27,353",8.7,12%,n/a,,
401–500,Ton Duc Thang UniversityVietnam,,,,
"27,878",25.3,1%,56 : 44,,
401–500,University of TrentoItaly,"14,219",19.2,8%,52 : 48
401–500,The University of TulsaUnited States,"4,407",12,10%,48 : 52
401–500,University of TurinItaly,"58,463",28.4,6%,61 : 39
401–500,TU WienAustria,"10,327",17.7,31%,31 : 69
401–500,Umeå UniversitySweden,"18,218",12.6,11%,61 : 39
401–500,Urmia University of Medical SciencesIran,"4,644",12,2%,51 : 49
401–500,Universiti Utara MalaysiaMalaysia,"12,457",11.6,30%,79 : 21
401–500,Victoria University of WellingtonNew Zealand,,,,
"17,883",18.8,20%,58 : 42,,
401–500,University of WaikatoNew Zealand,"10,472",17.6,31%,59 : 41
401–500,University of the West of EnglandUnited Kingdom,"24,585",15.9,23%,53 : 47
401–500,William and Mary UniversityUnited States,"8,089",10.9,8%,56 : 44
401–500,Xiamen UniversityChina,"42,760",15.4,2%,n/a
401–500,York UniversityCanada,,,,
"44,036",29.1,28%,55 : 45,,
501–600,Aberystwyth UniversityUnited Kingdom,"6,180",16.3,24%,52 : 48
501–600,An-Najah National UniversityPalestine,"23,922",23.9,10%,65 : 35
501–600,University of L’AquilaItaly,"18,491",40.2,4%,56 : 44
501–600,"Bauman Moscow State Technical University
Russian Federation","16,925",6.8,15%,40 : 60
501–600,Beihang UniversityChina,"31,821",12.9,4%,n/a
501–600,Beijing Institute of TechnologyChina,"35,710",14.2,6%,n/a
501–600,Birmingham City UniversityUnited Kingdom,"22,935",16.6,26%,62 : 38
501–600,University of BradfordUnited Kingdom,"8,400",19.1,30%,57 : 43
501–600,Bucharest University of Economic StudiesRomania,"22,723",16.2,4%,65 : 35
501–600,Centrale NantesFrance,"1,730",15.7,43%,24 : 76
501–600,Changsha University of Science and TechnologyChina,"33,342",15.3,1%,37 : 63
501–600,Charles UniversityCzech Republic,"49,787",13.2,22%,62 : 38
501–600,University of Côte d’AzurFrance,"31,723",20.2,20%,56 : 44
501–600,Damietta UniversityEgypt,"30,084",24.7,1%,71 : 29
501–600,Durban University of TechnologySouth Africa,"27,063",36.5,1%,54 : 46
501–600,Eastern Mediterranean UniversityNorthern Cyprus,"14,375",27,76%,43 : 57
501–600,École des Mines de Saint-ÉtienneFrance,"1,115",9.9,25%,28 : 72
501–600,Federal University of Toulouse Midi-PyrénéesFrance,"108,889",19.8,14%,55 : 45
501–600,Florida International UniversityUnited States,"35,590",23.3,9%,57 : 43
501–600,University of FribourgSwitzerland,"6,880",15.6,14%,64 : 36
501–600,"Goldsmiths, University of LondonUnited Kingdom","9,215",14.9,39%,66 : 34
501–600,Government College University FaisalabadPakistan,"21,219",27.3,0%,46 : 54
501–600,University of GreenwichUnited Kingdom,"15,045",20.2,44%,57 : 43
501–600,University of GuelphCanada,"22,763",27.4,10%,59 : 41
501–600,Gwangju Institute of Science and Technology (GIST)South Korea,"1,808",10,8%,25 : 75
501–600,Harokopio University of AthensGreece,"3,125",46.6,3%,53 : 47
501–600,Heriot-Watt UniversityUnited Kingdom,,,,
"9,735",17.9,37%,40 : 60,,
501–600,Hokkaido UniversityJapan,"18,263",8.4,11%,30 : 70
501–600,Hong Kong Baptist UniversityHong Kong,"8,358",12.4,62%,67 : 33
501–600,University of HullUnited Kingdom,"12,565",17.2,19%,55 : 45
501–600,University of IcelandIceland,"10,642",17.9,10%,68 : 32
501–600,Indian Institute of Technology RoparIndia,"2,339",13.6,0%,17 : 83
501–600,University of InsubriaItaly,"9,789",27,6%,55 : 45
501–600,"International Institute of Information Technology, HyderabadIndia","1,862",18.1,7%,20 : 80
501–600,Iran University of Science and TechnologyIran,"15,436",33.9,1%,34 : 66
501–600,"Islamic Azad University, Najafabad Branch (IAUN)Iran","21,971",17.7,0%,47 : 53
501–600,Constructor UniversityGermany,,,,
"1,556",21.6,84%,43 : 57,,
501–600,Jamia Millia IslamiaIndia,"10,481",11.2,2%,49 : 51
501–600,Jimma UniversityEthiopia,"30,473",16.3,0%,30 : 70
501–600,Johannes Kepler University of LinzAustria,"7,133",22.5,13%,50 : 50
501–600,Jordan University of Science and TechnologyJordan,"25,905",14.9,13%,57 : 43
501–600,Kafrelsheikh UniversityEgypt,"62,533",26.1,2%,48 : 52
501–600,Kashan University of Medical Sciences and Health ServicesIran,"3,419",12.8,2%,38 : 62
501–600,Keele UniversityUnited Kingdom,"9,170",15.3,16%,59 : 41
501–600,University of KentuckyUnited States,"27,216",11.2,4%,57 : 43
501–600,Kermanshah University of Medical SciencesIran,"5,759",9.6,12%,53 : 47
501–600,University of KragujevacSerbia,"16,679",15.8,1%,57 : 43
501–600,Kyushu UniversityJapan,"18,568",7.8,14%,29 : 71
501–600,Lebanese American UniversityLebanon,"7,057",10.1,19%,52 : 48
501–600,University of LilleFrance,"75,291",29.6,14%,60 : 40
501–600,University of LisbonPortugal,"48,404",18.1,18%,53 : 47
501–600,University of Management and TechnologyPakistan,"22,520",22.2,2%,45 : 55
501–600,University of MessinaItaly,"15,290",24.2,3%,63 : 37
501–600,Middle East Technical UniversityTurkey,"17,151",22.5,10%,48 : 52
501–600,Missouri University of Science and TechnologyUnited States,"7,617",22.3,9%,23 : 77
501–600,University of MonsBelgium,"7,450",26.9,17%,57 : 43
501–600,National Tsing Hua UniversityTaiwan,"13,711",16.3,11%,41 : 59
501–600,National Yang Ming Chiao Tung UniversityTaiwan,"16,425",14.2,11%,36 : 64
501–600,University of NeuchâtelSwitzerland,"4,148",11.1,21%,61 : 39
501–600,University of NicosiaCyprus,,,,
"4,696",11.3,54%,53 : 47,,
501–600,Northumbria UniversityUnited Kingdom,"22,500",16.2,22%,54 : 46
501–600,Northwestern Polytechnical UniversityChina,"34,095",13.9,4%,28 : 72
501–600,Nottingham Trent UniversityUnited Kingdom,"29,925",15.3,21%,57 : 43
501–600,Open University of CataloniaSpain,"32,319",100.5,6%,57 : 43
501–600,University of PeradeniyaSri Lanka,"16,123",10.7,1%,59 : 41
501–600,Universitat Ramon LlullSpain,"14,900",22.2,19%,52 : 48
501–600,"Saint-Petersburg Mining University
Russian Federation","7,944",13,12%,42 : 58
501–600,University of SalernoItaly,"26,289",27.4,3%,54 : 46
501–600,University of SaskatchewanCanada,"17,741",17.6,22%,55 : 45
501–600,University of SassariItaly,"15,065",37.9,2%,62 : 38
501–600,Saveetha Institute of Medical and Technical SciencesIndia,,,,
"12,394",7.4,1%,38 : 62,,
501–600,Sciences PoFrance,"12,872",45.2,37%,61 : 39
501–600,Shiraz University of TechnologyIran,"1,437",13.8,0%,37 : 63
501–600,SOAS University of LondonUnited Kingdom,"4,655",12.8,53%,67 : 33
501–600,University of South Carolina-ColumbiaUnited States,"33,025",15.6,5%,55 : 45
501–600,Southwestern University of Finance and EconomicsChina,"23,330",16.4,2%,65 : 35
501–600,University of StavangerNorway,"11,089",11.4,11%,58 : 42
501–600,Stevens Institute of TechnologyUnited States,"6,624",18.6,35%,29 : 71
501–600,SUNY University at AlbanyUnited States,"16,090",17.2,8%,55 : 45
501–600,University of TabukSaudi Arabia,"29,471",14.4,2%,57 : 43
501–600,Technion Israel Institute of TechnologyIsrael,"15,147",21,12%,39 : 61
501–600,Tokyo Medical and Dental University (TMDU)Japan,"3,010",4.4,11%,50 : 50
501–600,University of TriesteItaly,"16,677",24.9,7%,57 : 43
501–600,University of TsukubaJapan,"15,725",12.7,16%,38 : 62
501–600,TU Dortmund UniversityGermany,"25,046",74.8,10%,47 : 53
501–600,University of TusciaItaly,"6,272",20,4%,54 : 46
501–600,University of UdineItaly,"12,326",18.5,5%,54 : 46
501–600,UiT The Arctic University of NorwayNorway,"14,377",10.1,10%,58 : 42
501–600,University of ValenciaSpain,"50,575",14.3,14%,58 : 42
501–600,University of Vic – Central University of CataloniaSpain,"6,472",14,20%,60 : 40
501–600,Victoria UniversityAustralia,"16,106",45.2,25%,55 : 45
501–600,Virginia Commonwealth UniversityUnited States,"26,472",10.7,4%,63 : 37
501–600,Wayne State UniversityUnited States,"22,941",11.9,5%,59 : 41
501–600,The University of the West IndiesJamaica,,,,
"24,811",17,1%,71 : 29,,
501–600,Xi’an Jiaotong UniversityChina,"44,942",14.1,6%,35 : 65
501–600,University of ZambiaZambia,"16,903",21.2,1%,35 : 65
501–600,Zayed UniversityUnited Arab Emirates,"8,593",14.1,2%,88 : 12
501–600,Zhejiang Normal UniversityChina,"26,928",11.7,7%,n/a
601–800,Abdul Wali Khan University MardanPakistan,"10,314",20.9,0%,32 : 68
601–800,Åbo Akademi UniversityFinland,"5,399",17.6,10%,n/a
601–800,Addis Ababa UniversityEthiopia,"46,881",14.8,0%,29 : 71
601–800,Ahvaz Jundishapur University of Medical Sciences (AJUMS)Iran,"8,601",11.6,2%,60 : 40
601–800,Ajou UniversitySouth Korea,"7,574",14.2,17%,42 : 58
601–800,Amedeo Avogadro University of Eastern PiedmontItaly,"14,292",37.1,7%,61 : 39
601–800,American UniversityUnited States,"12,495",11.6,11%,63 : 37
601–800,American University of SharjahUnited Arab Emirates,"4,468",11.9,76%,53 : 47
601–800,Amirkabir University of TechnologyIran,"10,673",21.2,2%,35 : 65
601–800,University of AntofagastaChile,"8,083",20.4,2%,56 : 44
601–800,University of ArkansasUnited States,"25,207",19.4,4%,54 : 46
601–800,Auburn UniversityUnited States,"27,512",18.2,10%,50 : 50
601–800,Azarbaijan Shahid Madani UniversityIran,"7,350",26.2,0%,61 : 39
601–800,University of BabylonIraq,"26,449",12.7,0%,54 : 46
601–800,Bahçeşehir UniversityTurkey,"17,813",47.2,18%,49 : 51
601–800,Bahria UniversityPakistan,"19,573",22.2,1%,44 : 56
601–800,Banaras Hindu UniversityIndia,"13,900",8.7,3%,38 : 62
601–800,University of Bari Aldo MoroItaly,"29,905",21.6,2%,62 : 38
601–800,Bar-Ilan UniversityIsrael,"17,255",17.3,4%,61 : 39
601–800,Baylor UniversityUnited States,"19,700",17.7,7%,55 : 45
601–800,Beirut Arab UniversityLebanon,"5,698",12,18%,45 : 55
601–800,Ben-Gurion University of the NegevIsrael,"16,468",20.4,2%,52 : 48
601–800,Benha UniversityEgypt,"110,645",32.5,3%,42 : 58
601–800,Université Bourgogne Franche-Comté (UBFC)France,"67,049",37.3,11%,56 : 44
601–800,Ca’ Foscari University of VeniceItaly,"18,231",38.3,10%,64 : 36
601–800,University of Camerino (Unicam)Italy,"8,129",27.9,10%,46 : 54
601–800,University of CanterburyNew Zealand,,,,
"15,245",18.4,22%,51 : 49,,
601–800,Capital Medical UniversityChina,"15,254",4.9,5%,62 : 38
601–800,Carleton UniversityCanada,"28,760",29.7,22%,49 : 51
601–800,University of Central FloridaUnited States,"62,248",36.1,5%,56 : 44
601–800,Central Queensland UniversityAustralia,,,,
"15,453",20.7,26%,58 : 42,,
601–800,Chongqing UniversityChina,,,,
"40,696",19.9,3%,n/a,,
601–800,Chung-Ang UniversitySouth Korea,"18,101",22.7,22%,n/a
601–800,Clark UniversityUnited States,"3,273",11.6,25%,59 : 41
601–800,University of CoimbraPortugal,"21,429",18,19%,58 : 42
601–800,University of ColomboSri Lanka,"31,792",31.9,0%,58 : 42
601–800,COMSATS University IslamabadPakistan,"33,465",14.8,2%,42 : 58
601–800,Concordia UniversityCanada,"35,592",33.5,34%,50 : 50
601–800,University of CórdobaSpain,"16,847",13.5,10%,56 : 44
601–800,University of Costa RicaCosta Rica,"31,545",13.4,2%,53 : 47
601–800,Covenant UniversityNigeria,,,,
"8,362",15.5,1%,40 : 60,,
601–800,Cyprus University of TechnologyCyprus,"3,280",16.9,14%,56 : 44
601–800,Dalian University of TechnologyChina,"38,465",15,3%,n/a
601–800,Delhi Technological UniversityIndia,"11,196",22.3,3%,22 : 78
601–800,De Montfort UniversityUnited Kingdom,"24,490",20.2,38%,54 : 46
601–800,University of DerbyUnited Kingdom,"15,525",14.6,18%,59 : 41
601–800,University of DesarrolloChile,"15,933",15.9,3%,56 : 44
601–800,University of DhakaBangladesh,"211,424",16.1,3%,48 : 52
601–800,Dow University of Health SciencesPakistan,"7,249",6.8,3%,76 : 24
601–800,University of Eastern FinlandFinland,"11,898",18.2,5%,66 : 34
601–800,Universidade Eduardo MondlaneMozambique,"45,256",26.1,0%,39 : 61
601–800,"University of Engineering and Technology, TaxilaPakistan","5,290",19.3,2%,18 : 82
601–800,ENSTA BretagneFrance,830,8.1,5%,24 : 76
601–800,Eötvös Loránd UniversityHungary,,,,
"30,190",17.5,9%,62 : 38,,
601–800,Fayoum UniversityEgypt,"44,786",16.8,0%,62 : 38
601–800,Universidade Federal do Rio Grande do SulBrazil,"39,169",14.1,1%,52 : 48
601–800,Universidade Federal de São Paulo (UNIFESP)Brazil,"18,877",10.3,1%,59 : 41
601–800,Federation University AustraliaAustralia,,,,
"11,684",22.2,52%,55 : 45,,
601–800,"Financial University under the Government of the Russian Federation
Russian Federation","16,139",12.9,7%,51 : 49
601–800,Gabriele d‘Annunzio UniversityItaly,"23,416",32.4,2%,64 : 36
601–800,University of GeorgiaUnited States,"37,465",13.2,7%,58 : 42
601–800,Glasgow Caledonian UniversityUnited Kingdom,"14,270",23.6,19%,57 : 43
601–800,University of GranadaSpain,"54,619",14.5,10%,60 : 40
601–800,Graphic Era UniversityIndia,"7,823",14.3,1%,42 : 58
601–800,University of GrazAustria,"12,531",12.4,17%,66 : 34
601–800,Graz University of TechnologyAustria,"6,353",8.6,23%,25 : 75
601–800,Guangzhou UniversityChina,"36,701",19.4,0%,64 : 36
601–800,Guangzhou Medical UniversityChina,"12,891",1.7,2%,56 : 44
601–800,Hacettepe UniversityTurkey,"38,444",20.1,3%,56 : 44
601–800,University of HaifaIsrael,"17,353",17.7,3%,66 : 34
601–800,Hamburg University of TechnologyGermany,"4,668",28.9,23%,28 : 72
601–800,Hazara University MansehraPakistan,"12,145",26.5,0%,26 : 74
601–800,University of HertfordshireUnited Kingdom,"18,780",15.5,38%,54 : 46
601–800,University of HoustonUnited States,"46,958",27,7%,52 : 48
601–800,University of HuddersfieldUnited Kingdom,"14,410",19.9,26%,58 : 42
601–800,Icesi UniversityColombia,"6,279",8,2%,53 : 47
601–800,Ilam University of Medical SciencesIran,"2,687",13,4%,53 : 47
601–800,Imam Abdulrahman Bin Faisal UniversitySaudi Arabia,"22,059",8.7,4%,90 : 10
601–800,Indian Institute of Technology IndoreIndia,"2,001",11.7,0%,22 : 78
601–800,Indraprastha Institute of Information Technology DelhiIndia,"2,399",23.1,2%,23 : 77
601–800,"International Islamic University, IslamabadPakistan","25,221",25.1,7%,53 : 47
601–800,Iran University of Medical SciencesIran,"8,840",8.3,5%,57 : 43
601–800,Istanbul Technical UniversityTurkey,"18,562",24.2,15%,37 : 63
601–800,Jagiellonian UniversityPoland,"34,725",9.6,11%,67 : 33
601–800,Jamia Hamdard UniversityIndia,"9,636",20,3%,45 : 55
601–800,Jawaharlal Nehru UniversityIndia,"8,840",14.2,2%,46 : 54
601–800,Jiangsu UniversityChina,"35,687",9.5,6%,42 : 58
601–800,Jinan UniversityChina,,,,
"41,858",16.6,27%,56 : 44,,
601–800,University of JohannesburgSouth Africa,,,,
"29,167",25.1,15%,55 : 45,,
601–800,Jönköping UniversitySweden,"6,762",13,14%,60 : 40
601–800,The University of JordanJordan,"30,380",13.4,13%,66 : 34
601–800,Jouf UniversitySaudi Arabia,"19,826",9.8,3%,60 : 40
601–800,University of KaiserslauternGermany,"8,572",28.8,22%,35 : 65
601–800,Kalasalingam Academy of Research and EducationIndia,"7,365",8.8,3%,55 : 45
601–800,Kansai Medical UniversityJapan,"1,086",1.3,2%,52 : 48
601–800,University of KashanIran,"8,190",27.2,3%,54 : 46
601–800,Universiti Kebangsaan MalaysiaMalaysia,"16,873",10.1,14%,58 : 42
601–800,KIIT UniversityIndia,,,,
"24,796",12.3,9%,49 : 51,,
601–800,King Saud bin Abdulaziz University for Health SciencesSaudi Arabia,"7,870",11.3,1%,50 : 50
601–800,Konkuk UniversitySouth Korea,"13,375",26.2,14%,49 : 51
601–800,Kore University of EnnaItaly,"5,053",14.5,1%,68 : 32
601–800,University of KurdistanIran,"12,924",34.6,5%,53 : 47
601–800,Lahore University of Management SciencesPakistan,,,,
"4,499",13.8,1%,42 : 58,,
601–800,Lehigh UniversityUnited States,"6,459",11.1,18%,46 : 54
601–800,University of LimerickIreland,,,,
"14,733",25.1,20%,50 : 50,,
601–800,London South Bank UniversityUnited Kingdom,"13,050",16.8,35%,56 : 44
601–800,University of LorraineFrance,"61,210",20.2,17%,53 : 47
601–800,Louisiana State UniversityUnited States,"29,191",18.2,5%,54 : 46
601–800,Lviv Polytechnic National UniversityUkraine,"21,367",10.5,1%,42 : 58
601–800,Maharishi Markandeshwar University (MMU)India,,,,
"9,053",13.3,10%,43 : 57,,
601–800,Majmaah UniversitySaudi Arabia,"20,844",14.2,2%,46 : 54
601–800,University of MalakandPakistan,"7,757",27.1,1%,29 : 71
601–800,Manchester Metropolitan UniversityUnited Kingdom,"29,195",15.9,19%,58 : 42
601–800,Mansoura UniversityEgypt,"161,977",47.5,3%,52 : 48
601–800,Marche Polytechnic UniversityItaly,"10,544",22.4,5%,46 : 54
601–800,"University of Maryland, Baltimore CountyUnited States","11,456",16.8,8%,46 : 54
601–800,Mashhad University of Medical SciencesIran,"9,148",9.7,4%,58 : 42
601–800,Massey UniversityNew Zealand,"17,534",16.1,29%,64 : 36
601–800,Medical University of LodzPoland,"10,294",8.6,10%,70 : 30
601–800,Memorial University of NewfoundlandCanada,,,,
"16,098",14.9,21%,56 : 44,,
601–800,Minia UniversityEgypt,"75,566",17.9,1%,54 : 46
601–800,University of MissouriUnited States,"25,113",11.8,4%,55 : 45
601–800,University of Mohaghegh ArdabiliIran,"11,435",28.7,0%,56 : 44
601–800,University of NairobiKenya,"52,678",34.5,2%,24 : 76
601–800,University of NamibiaNamibia,"29,369",21.8,3%,64 : 36
601–800,Nanjing Agricultural UniversityChina,"28,184",17,2%,n/a
601–800,Nantes UniversitéFrance,"36,281",24,11%,55 : 45
601–800,National Cheng Kung University (NCKU)Taiwan,,,,
"20,080",15.1,12%,37 : 63,,
601–800,"National University of Science and Technology (MISiS)
Russian Federation","7,300",11.1,26%,40 : 60
601–800,National Taiwan University of Science and Technology (Taiwan Tech)Taiwan,"8,906",17.9,18%,30 : 70
601–800,National Institute of Technology SilcharIndia,"3,900",13.9,3%,21 : 79
601–800,National Yunlin University of Science and TechnologyTaiwan,"9,135",21.8,6%,43 : 57
601–800,Near East UniversityNorthern Cyprus,"20,103",24.5,83%,43 : 57
601–800,"University of Nevada, Las VegasUnited States","26,730",23.2,4%,57 : 43
601–800,University of New Brunswick UNBCanada,"8,661",14.7,15%,51 : 49
601–800,New Jersey Institute of TechnologyUnited States,"9,757",14.6,24%,27 : 73
601–800,University of North Carolina at CharlotteUnited States,"27,579",20.5,5%,49 : 51
601–800,North South UniversityBangladesh,"24,760",30.9,0%,42 : 58
601–800,North-West UniversitySouth Africa,"40,095",24.3,3%,61 : 39
601–800,Norwegian University of Life SciencesNorway,"6,786",7.6,12%,57 : 43
601–800,NOVA University of LisbonPortugal,"20,996",17.8,23%,51 : 49
601–800,"University of Occupational and Environmental Health, JapanJapan","1,157",2.5,2%,52 : 48
601–800,Oklahoma State UniversityUnited States,"21,250",14,6%,51 : 49
601–800,Ontario Tech UniversityCanada,"8,969",28.6,8%,44 : 56
601–800,The Open UniversityUnited Kingdom,"68,390",31.6,8%,65 : 35
601–800,Oxford Brookes UniversityUnited Kingdom,"13,575",14.2,25%,59 : 41
601–800,University of ParmaItaly,"28,210",32.1,6%,58 : 42
601–800,Universidad Peruana Cayetano HerediaPeru,"6,028",6.7,0%,67 : 33
601–800,University of PerugiaItaly,"24,943",25.1,6%,58 : 42
601–800,"Plekhanov Russian University of Economics
Russian Federation","13,994",8.7,13%,64 : 36
601–800,Polytechnic University of BariItaly,"9,998",43.1,1%,30 : 70
601–800,Polytechnic University of TurinItaly,"29,428",30.4,14%,30 : 70
